,,,,Projected,Projected,Previous,Previous,2018,,2017,,2016,,2015,
,487,Andre Roberts,WR,5.55,-119.97999999999999,7.7,-117.39999999999999,4.5,-123.2,-1,-120,23,-109,14,-127
,488,Jay Prosch,RB,3.4499999999999997,-134.41,2.7,-126.89999999999999,4.5,-146.4,3,-124,2,-135,3,-120
,489,Shane Vereen,RB,26.77,-111.09,42.1,-87.49999999999999,4.3,-146.6,40,-87,27,-110,100,-23
,490,Dwayne Harris,WR,5.64,-72.29,8,-45.7,4.1,-123.60000000000001,,,5,-127,65,-76
,491,Jacob Hollister,TE,3.56,-62.28,3,-46.199999999999996,3.9,-78.69999999999999,5,-77,,,,
,492,Damiere Byrd,WR,11.460000000000003,-107.02000000000001,14.999999999999998,-96,3.9,-123.8,24,-95,2,-130,,
,493,C.J. Ham,RB,7.120000000000001,-104.04,8.4,-67.8,3.8,-147.1,14,-113,,,,
,494,Jace Amaro,TE,2.38,-43.56,1.7999999999999998,-24,3.7,-78.89999999999999,,,6,-80,,
,495,Alan Cross,TE,5.340000000000001,-73.4,6.6,-68.4,3.6,-79,6,-76,10,-76,,
,496,Darrell Daniels,TE,2.4800000000000004,-63.36,1.7999999999999998,-47.4,3.2,-79.39999999999999,3,-79,,,,
,497,Devante Mays,RB,0.4800000000000002,-110.68,-1.2,-77.39999999999999,3.2,-147.70000000000002,-2,-129,,,,
,498,Xavier Grimble,TE,1.2400000000000002,-31.8,0,0,3.1,-79.5,,,,,,
,499,Maurice Harris,WR,7.090000000000001,-111.39000000000001,9.299999999999999,-101.7,3.1,-124.60000000000001,12,-107,7,-125,,
,500,James Wright,WR,2.7,-68.18,3,-36.6,3,-124.7,,,10,-122,,
,501,Markus Wheaton,WR,10.56,-114.97,17.8,-107.3,2.9,-124.8,5,-114,13,-119,109,-32
,502,Darren Fells,TE,21.16,-61.93,32.8,-50.89999999999999,2.9,-79.69999999999999,36,-46,21,-65,49,-38
,503,Stacy Coley,WR,1.16,-49.92,0,0,2.9,-124.8,,,,,,
,504,MarQueis Gray,TE,4.51,-74.22999999999999,6.3,-68.7,2.9,-79.69999999999999,2,-80,17,-69,null,
,505,Temarrick Hemingway,TE,1.1199999999999999,-31.92,0,0,2.8,-79.8,,,,,,
,506,Justin Watson,WR,1.1199999999999999,-49.96000000000001,0,0,2.8,-124.9,,,,,,
,507,Jeremy Sprinkle,TE,1.1199999999999999,-31.92,0,0,2.8,-79.8,,,,,,
,508,Michael Thomas,WR,87.67999999999999,-30.8,142.2,31.199999999999996,2.7,-125,155,36,164,32,,
,509,Chris Manhertz,TE,1.99,-76.75,1.5,-73.5,2.6,-80,2,-80,1,-85,,
,510,Ryan Izzo,TE,1.04,-32,0,0,2.6,-80,,,,,,
,511,Travis Rudolph,WR,5.840000000000001,-92.84,7.199999999999999,-64.2,2.6,-125.10000000000001,12,-107,,,,
,512,Charcandrick West,RB,34.95,-102.91000000000001,58.7,-70.9,2.5,-148.4,46,-81,66,-71,113,-10
,513,Ben Koyack,TE,6.7,-72.03999999999999,10.2,-64.8,2.5,-80.1,6,-76,22,-64,,
,514,Noah Brown,WR,2.16,-96.52000000000001,1.7999999999999998,-69.6,2.4,-125.3,3,-116,,,,
,515,Jehu Chesson,WR,1.76,-96.92000000000002,1.2,-70.2,2.4,-125.3,2,-117,,,,
,516,Troymaine Pope,RB,1.71,-79.2,1.5,-39.6,2.4,-148.5,,,5,-132,,
,517,Antony Auclair,TE,0.96,-32.08,0,0,2.4,-80.19999999999999,,,,,,
,518,Luke Stocker,TE,5.460000000000001,-77.63,7.199999999999999,-76.5,2.4,-80.19999999999999,9,-73,2,-84,12,-75
,519,Ryan Hewitt,RB,2.37,-135.49,2.5,-127.1,2.3,-148.6,2,-125,1,-136,10,-113
,520,Taiwan Jones,RB,3.02,-134.84,4,-125.6,2.3,-148.6,1,-126,4,-133,22,-101
,521,Tre Madden,RB,3.6800000000000006,-107.48000000000002,4.2,-72,2.2,-148.70000000000002,7,-120,,,,
,522,Derrick Coleman,RB,2.23,-115.08000000000001,2.0999999999999996,-86.39999999999999,2.2,-148.70000000000002,3,-124,,,3,-120
,523,Rob Kelley,RB,0.8400000000000001,-59.52000000000001,0,0,2.1,-148.8,,,,,,
,524,Danny Vitale,RB,0.8400000000000001,-59.52000000000001,0,0,2.1,-148.8,,,,,,
,525,Thomas Rawls,RB,25.500000000000004,-112.35999999999999,44.8,-84.8,2,-148.9,23,-104,63,-74,121,-2
,526,Jordan Taylor,WR,10.93,-107.55000000000001,17.7,-93.3,1.7,-126,14,-105,31,-101,,
,527,Kalif Raymond,WR,0.2400000000000001,-98.44,-0.6,-72,1.6,-126.10000000000001,-1,-120,,,,
,528,Brett Hundley,QB,49.42000000000001,-201.94,73.2,-160.2,1.3,-271.59999999999997,123,-132,-2,-270,,
,529,Nick Foles,QB,24.720000000000002,-240.89,40.800000000000004,-221.1,1.3,-271.59999999999997,38,-217,28,-240,96,-189
,530,Brian Hoyer,QB,47.370000000000005,-218.24,80.5,-181.39999999999998,1.3,-271.59999999999997,66,-189,80,-188,169,-116
,531,David Fluellen,RB,1.28,-109.88000000000001,1.2,-75,1.2,-149.70000000000002,2,-125,,,,
,532,Chad Henne,QB,0.07999999999999996,-211.08,-0.6,-153.6,1.2,-271.7,-1,-256,null,,,
,533,Matt Cassel,QB,7.029999999999999,-258.58,12.7,-249.2,1.2,-271.7,2,-253,16,-252,67,-218
,534,Brandon Weeden,QB,3.7800000000000002,-119.63000000000001,6.6000000000000005,-21.900000000000002,1.2,-271.7,,,,,66,-219
,535,Trevor Siemian,QB,81.58,-169.78,136.2,-97.2,1.2,-271.7,130,-125,194,-74,null,
,536,Sean Mannion,QB,2.38,-263.23,2.8000000000000003,-259.09999999999997,1.2,-271.7,5,-250,-1,-269,1,-284
,537,Geno Smith,QB,6.680000000000001,-258.93,10.4,-251.5,1.2,-271.7,10,-245,8,-260,20,-265
,538,Austin Davis,QB,1.3900000000000001,-122.01999999999998,1.9000000000000001,-26.6,1.1,-271.79999999999995,null,,,,19,-266
,539,Chase Daniel,QB,0.5900000000000001,-148.76999999999998,0.3,-80.1,1.1,-271.79999999999995,null,,1,-267,null,
,540,Matt Barkley,QB,11.09,-138.26999999999998,21.3,-59.099999999999994,1.1,-271.79999999999995,,,71,-197,,
,541,EJ Manuel,QB,9.040000000000001,-256.57,14.4,-247.49999999999997,1.1,-271.79999999999995,14,-241,7,-261,39,-246
,542,Matt Schaub,QB,1.8900000000000001,-121.51999999999998,2.9000000000000004,-25.6,1.1,-271.79999999999995,,,null,,29,-256
,543,C.J. Beathard,QB,36.04,-175.12,53.4,-99.6,1.1,-271.79999999999995,89,-166,,,,
,544,Colt McCoy,QB,0.44000000000000006,-108.71999999999998,0,0,1.1,-271.79999999999995,,,,,,
,545,Blaine Gabbert,QB,42.69,-222.92,72.1,-189.8,1.1,-271.79999999999995,62,-193,73,-195,130,-155
,546,Paxton Lynch,QB,10.64,-240.71999999999997,17.4,-216,1.1,-271.79999999999995,15,-240,28,-240,,
,547,Tom Savage,QB,23.540000000000003,-227.82,36,-197.39999999999998,1.1,-271.79999999999995,51,-204,18,-250,,
,548,Brock Osweiler,QB,58.790000000000006,-206.82,103.1,-158.79999999999998,1.1,-271.79999999999995,68,-187,168,-100,119,-166
,549,Cody Kessler,QB,13.45,-237.91,25.5,-207.89999999999998,1,-271.9,3,-252,79,-189,,
,550,Mike White,QB,0.4,-108.75999999999999,0,0,1,-271.9,,,,,,
,551,Fitzgerald Toussaint,RB,3.21,-134.64999999999998,5.1,-124.49999999999999,0.9,-150,3,-124,9,-128,6,-117
,552,Tim Wright,TE,1.2,-36.19,2,-6.7,0.5,-82.1,,,,,20,-67
,553,Kaelin Clay,WR,3.8000000000000003,-94.88,5.3999999999999995,-66,0.5,-127.2,9,-110,,,,
,554,Byron Marshall,RB,3.9700000000000006,-127.74000000000001,6.300000000000001,-111,0.3,-150.6,7,-120,7,-130,,
,555,Lucky Whitehead,WR,2.27,-75.66000000000001,4.3,-49.4,0.3,-127.4,,,11,-121,10,-131
,556,Victor Bolden Jr.,WR,0.08000000000000002,-51,0,0,0.2,-127.5,,,,,,
,557,Ryan Griffin,QB,0.08000000000000002,-109.08,0,0,0.2,-272.7,,,,,,
,558,Isaiah McKenzie,WR,-0.32,-99,-0.6,-72,0.2,-127.5,-1,-120,,,,
,559,Wendell Smallwood,RB,19.830000000000002,-111.88000000000002,32.699999999999996,-84.6,0.2,-150.70000000000002,34,-93,41,-96,,
,560,Matthew Dayes,RB,1.6400000000000001,-109.52000000000001,2.4,-73.8,0.1,-150.8,4,-123,,,,
,561,Josh Ferguson,RB,3.24,-128.47,6,-111.3,0.1,-150.8,2,-125,16,-121,,
,562,Shaun Hill,QB,1.5,-147.85999999999999,3,-77.39999999999999,0,-272.9,,,10,-258,null,
,563,Carson Palmer,QB,94.4,-171.21,168,-93.89999999999999,0,-272.9,104,-151,249,-19,309,24
,564,Anquan Boldin,WR,21.049999999999997,-56.88,42.099999999999994,-11.6,0,-127.7,,,106,-26,103,-38
,565,Jason Witten,TE,50.4,-32.690000000000005,84,0.30000000000000004,0,-82.6,84,2,83,-3,87,0
,566,Antonio Gates,TE,39.699999999999996,-43.39,69,-14.700000000000001,0,-82.6,52,-30,95,9,93,6
,567,Mike Nugent,K,0,-50.92,0,0,0,-127.3,,,,,,
,568,Derek Anderson,QB,2.5999999999999996,-161.01,5.199999999999999,-103.7,0,-272.9,null,,17,-251,1,-284
,569,Nick Novak,K,0,-50.92,0,0,0,-127.3,,,,,,
,570,John Kuhn,RB,7.1499999999999995,-79.91000000000001,14.299999999999999,-39.099999999999994,0,-150.9,null,,41,-96,20,-103
,571,Jay Cutler,QB,81.75,-183.86,131.89999999999998,-130,0,-272.9,158,-97,47,-221,230,-55
,572,DeAngelo Williams,RB,22.15,-64.91,44.3,-9.099999999999998,0,-150.9,,,84,-53,191,68
,573,Kellen Clemens,QB,-0.09999999999999998,-225.51,1.1102230246251565e-16,-181.5,0,-272.9,-1,-256,null,,6,-279
,574,Anthony Fasano,TE,11.950000000000001,-71.14,20.5,-63.199999999999996,0,-82.6,17,-65,20,-66,43,-44
,575,Devin Hester,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,576,Charlie Whitehurst,QB,1.8499999999999999,-161.76,3.6999999999999997,-105.19999999999999,0,-272.9,,,11,-257,4,-281
,577,Calvin Johnson,WR,8.65,-49.480000000000004,17.3,3.2,0,-127.7,,,,,173,32
,578,Adrian Peterson,RB,39.650000000000006,-98.21000000000001,65.69999999999999,-63.89999999999999,0,-150.9,68,-59,6,-131,231,108
,579,Drew Stanton,QB,21.3,-244.31,32.6,-229.29999999999998,0,-272.9,50,-205,9,-259,-1,-286
,580,Brent Celek,TE,12.9,-70.19000000000001,22,-61.699999999999996,0,-82.6,19,-63,16,-70,58,-29
,581,Nick Folk,K,0,-50.92,0,0,0,-127.3,,,,,,
,582,Eric Weems,WR,0.5,-105.23,0.8,-84.7,0,-127.7,1,-118,null,,2,-139
,583,Matt Moore,QB,24.950000000000003,-226.41,41.699999999999996,-191.7,0,-272.9,41,-214,57,-211,null,
,584,Darren McFadden,RB,9.3,-77.76,18.6,-34.800000000000004,0,-150.9,null,,10,-127,156,33
,585,Chris Johnson,RB,13.850000000000001,-124.01000000000002,24.5,-105.1,0,-150.9,16,-111,16,-121,101,-22
,586,Eddie Royal,WR,8.85,-69.08,17.7,-36,0,-127.7,,,49,-83,30,-111
,587,Matt Forte,RB,64.95,-72.91000000000001,113.3,-16.299999999999997,0,-150.9,83,-44,154,17,173,50
,588,Martellus Bennett,TE,31.650000000000002,-51.440000000000005,57.5,-26.199999999999996,0,-82.6,29,-53,113,27,62,-25
,589,Jamaal Charles,RB,23.65,-114.21000000000001,38.3,-91.3,0,-150.9,45,-82,11,-126,80,-43
,590,Harry Douglas,WR,6.1,-119.43,12,-113.1,0,-127.7,1,-118,21,-111,51,-90
,591,Gary Barnidge,TE,19.15,-31.139999999999997,38.3,3.8000000000000007,0,-82.6,,,75,-11,158,71
,592,Jerome Felton,RB,1.1,-85.96000000000001,2.2,-51.2,0,-150.9,,,7,-130,1,-122
,593,Tim Hightower,RB,19.75,-67.31000000000002,39.5,-13.9,0,-150.9,,,107,-30,74,-49
,594,Matthew Slater,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,595,Kellen Davis,TE,0,-33.04,0,0,0,-82.6,,,,,,
,596,Josh Johnson,QB,0,-109.16,0,0,0,-272.9,,,,,,
,597,Justin Forsett,RB,10.95,-76.11000000000001,21.9,-31.5,0,-150.9,,,42,-95,93,-30
,598,Mike Tolbert,RB,21.900000000000002,-115.96000000000001,36.4,-93.19999999999999,0,-150.9,37,-90,25,-112,67,-56
,599,Dan Carpenter,K,0,-50.92,0,0,0,-127.3,,,,,,
,600,Matthew Mulligan,TE,0.15,-45.79,0.3,-25.5,0,-82.6,,,1,-85,null,
,601,Marcel Reece,RB,3.8,-83.26,7.6,-45.8,0,-150.9,,,9,-128,49,-74
,602,Connor Barth,K,0,-50.92,0,0,0,-127.3,,,,,,
,603,Danny Woodhead,RB,21.700000000000003,-116.16000000000003,38.2,-91.39999999999999,0,-150.9,26,-101,21,-116,163,40
,604,Josh Freeman,QB,0.5,-122.91,1,-27.5,0,-272.9,,,,,10,-275
,605,Mark Sanchez,QB,1.6500000000000001,-121.75999999999999,3.3000000000000003,-25.200000000000003,0,-272.9,,,null,,33,-252
,606,Rashad Jennings,RB,22.25,-64.81,44.5,-8.899999999999999,0,-150.9,,,103,-34,136,13
,607,David Johnson,TE,0,-33.04,0,0,0,-82.6,,,,,,
,608,Cedric Peerman,RB,0.3,-80.61000000000001,0.6,-40.5,0,-150.9,,,2,-135,null,
,609,Chase Coffman,TE,0,-33.04,0,0,0,-82.6,,,,,,
,610,John Phillips,TE,0,-33.04,0,0,0,-82.6,,,,,,
,611,Percy Harvin,WR,2.05,-75.88000000000001,4.1,-49.6,0,-127.7,,,2,-130,35,-106
,612,Jeremy Maclin,WR,42.8,-82.73,73.19999999999999,-51.89999999999999,0,-127.7,62,-57,68,-64,156,15
,613,Louis Murphy,WR,8.2,-97.53000000000002,12.799999999999999,-72.69999999999999,0,-127.7,18,-101,,,20,-121
,614,Jordan Norwood,WR,4.5,-73.43,9,-44.699999999999996,0,-127.7,,,23,-109,21,-120
,615,Brandon Tate,WR,8.75,-116.78000000000002,14.7,-110.4,0,-127.7,14,-105,17,-115,12,-129
,616,Zach Miller,TE,29.05,-54.04,50.9,-32.8,0,-82.6,36,-46,73,-13,74,-13
,617,Brandon Myers,TE,2.75,-47.54,5.5,-29,0,-82.6,,,14,-72,13,-74
,618,Antone Smith,RB,1.55,-85.51,3.1,-50.300000000000004,0,-150.9,,,10,-127,1,-122
,619,C.J. Spiller,RB,4.3,-82.76,8.6,-44.8,0,-150.9,null,,13,-124,47,-76
,620,Ryan Mathews,RB,25.05,-62.010000000000005,50.1,-3.3,0,-150.9,,,132,-5,105,-18
,621,Dexter McCluster,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,622,James Starks,RB,12.45,-74.61000000000001,24.9,-28.5,0,-150.9,,,42,-95,123,0
,623,Dez Bryant,WR,69.80000000000001,-55.730000000000004,116.2,-8.9,0,-127.7,117,-2,134,2,58,-83
,624,Arrelious Benn,WR,3.0999999999999996,-115.38,5.999999999999999,-105,0,-127.7,1,-118,18,-114,,
,625,Dennis Pitta,TE,12.45,-33.49,24.9,-0.8999999999999999,0,-82.6,,,83,-3,,
,626,Eric Decker,WR,38.1,-87.43,63.8,-61.3,0,-127.7,62,-57,31,-101,173,32
,627,Jim Dray,TE,0,-33.04,0,0,0,-82.6,,,,,,
,628,Clay Harbor,TE,1.4500000000000002,-48.84,2.9000000000000004,-31.6,0,-82.6,,,2,-84,23,-64
,629,Marc Mariani,WR,1.8,-76.13000000000001,3.6,-50.1,0,-127.7,,,2,-130,30,-111
,630,Andrew Quarless,TE,0.15000000000000002,-37.24,0.30000000000000004,-8.4,0,-82.6,,,,,3,-84
,631,Joe Webb,QB,2,-209.16,3,-150,0,-272.9,5,-250,null,,null,
,632,Joique Bell,RB,4.3,-62.21000000000001,8.6,-3.7,0,-150.9,,,null,,86,-37
,633,Victor Cruz,WR,9.45,-61.43000000000001,18.9,-20.7,0,-127.7,,,63,-69,,
,634,Jeff Cumberland,TE,0.4,-36.99,0.8,-7.9,0,-82.6,null,,,,8,-79
,635,Marlon Moore,WR,0.7000000000000001,-57.43000000000001,1.4000000000000001,-12.700000000000001,0,-127.7,,,,,14,-127
,636,Bryan Walters,WR,7.25,-70.68,14.5,-39.2,0,-127.7,,,34,-98,43,-98
,637,Andrew Hawkins,WR,8.9,-69.03,17.8,-35.9,0,-127.7,,,50,-82,28,-113
,638,Colin Kaepernick,QB,35.6,-128.01,71.2,-37.7,0,-272.9,,,200,-68,112,-173
,639,DeMarco Murray,RB,96.65,-41.21000000000001,166.7,37.1,0,-150.9,133,6,243,106,140,17
,640,Rob Housler,TE,0.15000000000000002,-37.24,0.30000000000000004,-8.4,0,-82.6,,,,,3,-84
,641,Stevan Ridley,RB,7.400000000000001,-130.46,11.4,-118.2,0,-150.9,17,-110,1,-136,9,-114
,642,Ryan Mallett,QB,8.05,-257.56,13.7,-248.2,0,-272.9,12,-243,-2,-270,71,-214
,643,Bruce Miller,TE,0,-33.04,0,0,0,-82.6,,,,,,
,644,Greg Salas,WR,2.45,-75.48,4.9,-48.800000000000004,0,-127.7,,,15,-117,4,-137
,645,T.J. Yates,QB,15.55,-209.85999999999999,23.9,-157.60000000000002,0,-272.9,36,-219,null,,23,-262
,646,Aldrick Robinson,WR,21.8,-96.68,36,-75,0,-127.7,38,-81,44,-88,,
,647,Cecil Shorts,WR,5.65,-72.28000000000002,11.3,-42.400000000000006,0,-127.7,,,15,-117,68,-73
,648,Jordan Todman,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,649,Jordan Cameron,TE,4.65,-45.64,9.3,-25.2,0,-82.6,,,12,-74,57,-30
,650,Julius Thomas,TE,34.5,-48.59,57.599999999999994,-26.099999999999998,0,-82.6,57,-25,52,-34,78,-9
,651,DuJuan Harris,RB,5.4,-81.66000000000001,10.8,-42.6,0,-150.9,,,27,-110,27,-96
,652,Scott Tolzien,QB,1.75,-249.60999999999999,3.3,-230.10000000000002,0,-272.9,1,-254,9,-259,null,
,653,Matt Asiata,RB,16.349999999999998,-70.71000000000001,32.699999999999996,-20.7,0,-150.9,,,101,-36,24,-99
,654,Jeremy Ross,WR,1.65,-76.28000000000002,3.3,-50.400000000000006,0,-127.7,,,10,-122,3,-138
,655,Shaun Draughn,RB,14.55,-72.51,29.1,-24.299999999999997,0,-150.9,,,80,-57,51,-72
,656,Kamar Aiken,WR,17.25,-108.28000000000002,31.9,-93.2,0,-127.7,13,-106,39,-93,124,-17
,657,Kai Forbath,K,0,-50.92,0,0,0,-127.3,,,,,,
,658,Robert Griffin,QB,9.9,-139.45999999999998,19.8,-60.599999999999994,0,-272.9,,,66,-202,,
,659,Isaiah Pead,RB,0.35,-86.71000000000001,0.7,-52.699999999999996,0,-150.9,,,3,-134,-2,-125
,660,Ronnie Hillman,RB,10.15,-76.91000000000001,20.3,-33.1,0,-150.9,,,22,-115,137,14
,661,Coby Fleener,TE,0,-33.04,0,0,0,-82.6,,,,,,
,662,Orson Charles,TE,2,-63.84,3,-46.199999999999996,0,-82.6,5,-77,null,,,
,663,Ladarius Green,TE,9.25,-41.03999999999999,18.5,-15.999999999999998,0,-82.6,,,38,-48,71,-16
,664,James Hanna,TE,6.4,-63.790000000000006,9.8,-48.099999999999994,0,-82.6,15,-67,,,8,-79
,665,Michael Floyd,WR,21.400000000000002,-104.13000000000002,41.2,-83.89999999999999,0,-127.7,8,-111,81,-51,121,-20
,666,Brian Quick,WR,14.8,-110.73000000000002,28,-97.1,0,-127.7,8,-111,74,-58,10,-131
,667,DeVier Posey,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,668,Alfred Morris,RB,35.9,-101.96000000000001,58.800000000000004,-70.79999999999998,0,-150.9,65,-62,37,-100,87,-36
,669,Blair Walsh,K,0,-50.92,0,0,0,-127.3,,,,,,
,670,Daryl Richardson,RB,0.15,-80.76,0.3,-40.8,0,-150.9,,,1,-136,,
,671,Greg Scruggs,TE,0,-33.04,0,0,0,-82.6,,,,,,
,672,Nathan Palmer,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,673,Cory Harkey,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,674,Phillip Supernaw,TE,4.95,-78.14,7.8999999999999995,-75.79999999999998,0,-82.6,10,-72,6,-80,1,-86
,675,Joe Banyard,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,676,Griff Whalen,WR,2.25,-123.28000000000002,4.1,-121,0,-127.7,2,-117,2,-130,23,-118
,677,Lance Dunbar,RB,8.950000000000001,-128.91000000000003,15.7,-113.89999999999999,0,-150.9,11,-116,21,-116,28,-95
,678,Dominique Jones,TE,1.7999999999999998,-44.14,3.5999999999999996,-22.2,0,-82.6,,,12,-74,,
,679,Brandon Bolden,RB,5.65,-132.21,9.9,-119.7,0,-150.9,7,-120,2,-135,51,-72
,680,Bobby Rainey,RB,3.8499999999999996,-134.01000000000002,7.3,-122.3,0,-150.9,2,-125,20,-117,1,-122
,681,Sean McGrath,TE,2.45,-76.29,3.9,-71.1,0,-82.6,5,-77,3,-83,,
,682,Brittan Golden,WR,4.6499999999999995,-120.88000000000001,7.8999999999999995,-117.2,0,-127.7,7,-112,12,-120,1,-140
,683,Jonathan Grimes,RB,6.1,-80.96000000000001,12.2,-41.2,0,-150.9,,,20,-117,62,-61
,684,Brandon Bostick,TE,0.8999999999999999,-45.04,1.7999999999999998,-24,0,-82.6,,,6,-80,,
,685,Alex Tanney,QB,0.4,-123.00999999999999,0.8,-27.700000000000003,0,-272.9,,,,,8,-277
,686,Larry Donnell,TE,3.6500000000000004,-46.63999999999999,7.300000000000001,-27.2,0,-82.6,,,13,-73,34,-53
,687,Fozzy Whittaker,RB,13.4,-124.46000000000001,24.2,-105.39999999999999,0,-150.9,13,-114,47,-90,23,-100
,688,Ifeanyi Momah,TE,2.75,-75.99000000000001,4.5,-70.5,0,-82.6,5,-77,5,-81,,
,689,Knile Davis,RB,1.55,-85.51,3.1,-50.300000000000004,0,-150.9,,,5,-132,16,-107
,690,Gavin Escobar,TE,0,-33.04,0,0,0,-82.6,,,,,,
,691,Mike Glennon,QB,14.950000000000001,-236.41,23.099999999999998,-210.3,0,-272.9,34,-221,9,-259,,
,692,Eddie Lacy,RB,21.1,-116.76,37.6,-92,0,-150.9,23,-104,39,-98,121,-2
,693,Christine Michael,RB,18.85,-68.21000000000001,37.7,-15.700000000000001,0,-150.9,,,117,-20,26,-97
,694,Charles Johnson,WR,4.1,-73.83000000000001,8.2,-45.5,0,-127.7,,,23,-109,13,-128
,695,Ryan Nassib,QB,0.35000000000000003,-123.06,0.7000000000000001,-27.8,0,-272.9,,,,,7,-278
,696,Andre Ellington,RB,24.900000000000002,-112.96000000000001,40.199999999999996,-89.39999999999999,0,-150.9,48,-79,18,-119,60,-63
,697,B.J. Daniels,WR,0.15000000000000002,-57.980000000000004,0.30000000000000004,-13.8,0,-127.7,,,,,3,-138
,698,Landry Jones,QB,9.899999999999999,-255.71,18,-243.9,0,-272.9,9,-246,34,-234,24,-261
,699,Tavarres King,WR,17.55,-100.93,26.7,-84.3,0,-127.7,42,-77,5,-127,,
,700,Mychal Rivera,TE,5.45,-44.839999999999996,10.9,-23.6,0,-82.6,,,25,-61,34,-53
,701,Zac Dysert,QB,0,-109.16,0,0,0,-272.9,,,,,,
,702,Chris Gragg,TE,0.75,-36.64,1.5,-7.2,0,-82.6,,,,,15,-72
,703,Denard Robinson,RB,4.9,-82.16000000000001,9.8,-43.6,0,-150.9,,,17,-120,47,-76
,704,Mike James,RB,0.6,-80.31,1.2,-39.9,0,-150.9,,,4,-133,,
,705,Stepfan Taylor,RB,0.45000000000000007,-86.61,0.9000000000000001,-52.5,0,-150.9,,,1,-136,6,-117
,706,Cobi Hamilton,WR,5.65,-112.83,11.1,-99.89999999999999,0,-127.7,1,-118,35,-97,,
,707,Corey Fuller,WR,0.30000000000000004,-57.830000000000005,0.6000000000000001,-13.5,0,-127.7,,,,,6,-135
,708,Marquess Wilson,WR,5.9,-72.03000000000002,11.8,-41.9,0,-127.7,,,22,-110,52,-89
,709,Kerwynn Williams,RB,28.400000000000002,-109.46000000000001,45.199999999999996,-84.39999999999999,0,-150.9,58,-69,28,-109,20,-103
,710,Quinton Patton,WR,8.45,-69.48,16.9,-36.8,0,-127.7,,,41,-91,46,-95
,711,Tyler Bray,QB,-0.8,-211.96,-1.2,-154.2,0,-272.9,-2,-257,,,,
,712,Brandon Williams,TE,5.4,-73.34,8.399999999999999,-66.6,0,-82.6,12,-70,4,-82,null,
,713,Nick Williams,WR,3.5,-122.03000000000003,6.4,-118.69999999999999,0,-127.7,3,-116,6,-126,28,-113
,714,Kenbrell Thompkins,WR,0.8500000000000001,-57.28000000000001,1.7000000000000002,-12.4,0,-127.7,,,,,17,-124
,715,George Winn,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,null,
,716,Khiry Robinson,RB,2.7,-63.81000000000001,5.4,-6.9,0,-150.9,,,null,,54,-69
,717,Marlon Brown,WR,0.55,-57.580000000000005,1.1,-13,0,-127.7,,,,,11,-130
,718,Matt McGloin,QB,0.9000000000000001,-162.71,1.8000000000000003,-107.1,0,-272.9,,,2,-266,12,-273
,719,Johnny Manziel,QB,4.75,-118.66,9.5,-19,0,-272.9,,,,,95,-190
,720,C.J. Fiedorowicz,TE,18.25,-64.84,33.9,-49.8,0,-82.6,13,-69,80,-6,21,-66
,721,Crockett Gillmore,TE,5.2,-45.089999999999996,10.4,-24.099999999999998,0,-82.6,,,13,-73,65,-22
,722,Josh Huff,WR,5.300000000000001,-72.63,10.600000000000001,-43.1,0,-127.7,,,19,-113,49,-92
,723,Tre Mason,RB,1.7000000000000002,-64.81,3.4000000000000004,-8.9,0,-150.9,,,,,34,-89
,724,Bishop Sankey,RB,2.15,-64.36000000000001,4.3,-8,0,-150.9,,,,,43,-80
,725,Troy Niklas,TE,8.350000000000001,-61.84,12.9,-45,0,-82.6,19,-63,null,,15,-72
,726,Shaq Evans,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,727,Zach Mettenberger,QB,2.2,-121.21,4.4,-24.1,0,-272.9,,,,,44,-241
,728,David Fales,QB,8.55,-242.81,12.9,-220.5,0,-272.9,21,-234,1,-267,,
,729,Jared Abbrederis,WR,2.4,-123.13000000000002,4,-121.1,0,-127.7,4,-115,1,-131,13,-128
,730,Tyler Gaffney,RB,0,-60.36000000000001,0,0,0,-150.9,,,,,,
,731,Kevin Norwood,WR,0,-51.080000000000005,0,0,0,-127.7,,,,,,
,732,Andre Williams,RB,4.25,-133.60999999999999,7.9,-121.69999999999999,0,-150.9,3,-124,9,-128,34,-89
,733,Ka'Deem Carey,RB,4.4,-82.66000000000001,8.8,-44.599999999999994,0,-150.9,,,18,-119,34,-89
,734,Lorenzo Taliaferro,RB,0.8500000000000001,-86.21000000000001,1.7000000000000002,-51.699999999999996,0,-150.9,,,1,-136,14,-109
,735,Devin Street,WR,1.05,-76.88000000000001,2.1,-51.6,0,-127.7,,,2,-130,15,-126
,736,Dontrelle Inman,WR,35,-90.53,62,-63.1,0,-127.7,40,-79,105,-27,65,-76
,737,Jeff Janis,WR,4.550000000000001,-120.98,8.9,-116.2,0,-127.7,1,-118,25,-107,8,-133
