Taken,Rank,Name,Position,ProjectPointsAverage,ProjectedVBDAverage,PointsAverage,VBDAverage,BestPointsYear,BestVBDYear,Points_2016,VBD_2016,Team_2016,Points_2015,VBD_2015,Team_2015,Points_2014,VBD_2014,Team_2014,Points_2013,VBD_2013,Team_2013 
,442,MyCole Pruitt,TE,12.099,0.000,5.400,0.000,2015 MIN,2015 MIN,22.84,0.000,Min,9,,MIN,,,,,,
,573,James O'Shaughnessy,TE,4.986,0.000,5.400,0.000,2015 KAN,2015 KAN,4.12,0.000,KC,9,,KAN,,,,,,
,381,Jeff Cumberland,TE,16.921,0.000,24.100,0.000,2013 NYJ,2015 NYJ,4.95,0.000,SD,8,,NYJ,43,,NYJ,64,,NYJ
,563,Kellen Davis,TE,5.280,0.000,5.700,0.000,2013 SEA,2015 NYJ,4.00,0.000,NYJ,8,,NYJ,,,DET,9,,SEA
,461,James Hanna,TE,10.579,0.000,7.000,0.000,2015 DAL,2015 DAL,16.26,0.000,Dal,8,,DAL,5,,DAL,7,,DAL
,533,Deonte Thompson,WR,6.515,0.000,5.800,0.000,2013 BAL,2015 CHI,7.04,0.000,Chi,8,,CHI,,,2TM,10,,BAL
,627,Alex Tanney,QB,3.040,0.000,4.800,0.000,2015 TEN,2015 TEN,,,,8,,TEN,,,,,,
,514,Chris Owusu,WR,7.440,0.000,12.500,0.000,2014 2TM,2015 NYJ,,,,8,,NYJ,22,,2TM,11,,TAM
,516,Jeff Janis,WR,7.331,0.000,5.400,0.000,2015 GNB,2015 GNB,10.45,0.000,GB,8,,GNB,2,,GNB,,,
,556,Zurlon Tipton,RB,5.440,0.000,9.300,0.000,2014 IND,2015 IND,,,,8,,IND,15,,IND,,,
,552,Tre McBride,WR,5.704,0.000,4.800,0.000,2015 TEN,2015 TEN,7.01,0.000,Ten,8,,TEN,,,,,,
,389,Toby Gerhart,RB,16.180,0.000,27.200,0.000,2014 JAX,2015 JAX,,,,7,,JAX,61,,JAX,47,,MIN
,630,Ryan Nassib,QB,2.980,0.000,4.800,0.000,2015 NYG,2015 NYG,,,,7,,NYG,2,,NYG,,,
,637,Bradley Marquez,WR,2.660,0.000,4.200,0.000,2015 STL,2015 STL,,,,7,,STL,,,,,,
,306,Zach Zenner,RB,30.005,0.000,4.200,0.000,2015 DET,2015 DET,71.96,0.000,Det,7,,DET,,,,,,
,458,Kellen Clemens,QB,10.787,0.000,12.300,0.000,2013 STL,2015 SDG,4.07,0.000,SD,6,,SDG,,,SDG,87,,STL
,415,Jim Dray,TE,13.915,0.000,15.800,0.000,2013 ARI,2015 CLE,11.25,0.000,Buf,6,,CLE,30,,CLE,32,,ARI
,492,Daniel Fells,TE,8.840,0.000,15.900,0.000,2014 NYG,2015 NYG,,,,6,,NYG,41,,NYG,,,
,653,Jerome Cunningham,TE,2.280,0.000,3.600,0.000,2015 NYG,2015 NYG,,,,6,,NYG,,,,,,
,549,Ryan Lindley,QB,5.800,0.000,10.200,0.000,2014 2TM,2015 IND,,,,6,,IND,22,,2TM,,,
,410,Stepfan Taylor,RB,14.215,0.000,22.000,0.000,2014 ARI,2015 ARI,4.25,0.000,Ari,6,,ARI,55,,ARI,19,,ARI
,606,Tommy Bohanon,RB,3.800,0.000,5.800,0.000,2013 NYJ,2015 NYJ,,,,6,,NYJ,3,,NYJ,13,,NYJ
,539,Corey Fuller,WR,6.280,0.000,11.100,0.000,2014 DET,2015 DET,,,,6,,DET,25,,DET,,,
,487,Levine Toilolo,TE,9.160,0.000,15.600,0.000,2014 ATL,2015 ATL,,,,6,,ATL,34,,ATL,18,,ATL
,446,Fitzgerald Toussaint,RB,11.694,0.000,4.800,0.000,2015 PIT,2015 PIT,23.09,0.000,Pit,6,,PIT,4,,BAL,,,
,654,Jarryd Hayne,RB,2.280,0.000,3.600,0.000,2015 SFO,2015 SFO,,,,6,,SFO,,,,,,
,651,Daniel Brown,WR,2.280,0.000,3.600,0.000,2015 BAL,2015 BAL,,,,6,,BAL,,,,,,
,652,Kevin Smith,WR,2.280,0.000,3.600,0.000,2015 SEA,2015 SEA,,,,6,,SEA,,,,,,
,347,Dwayne Bowe,WR,21.980,0.000,35.800,0.000,2013 KAN,2015 CLE,,,,5,,CLE,77,,KAN,97,,KAN
,105,Reggie Bush,RB,50.304,4.720,41.600,5.900,2013 DET,2013 DET,60.22,0.000,Buf,5,,SFO,67,,DET,185,59,DET
,366,Hakeem Nicks,WR,19.500,0.000,31.500,0.000,2013 NYG,2015 NYG,,,,5,,NYG,65,,IND,90,,NYG
,551,Anthony Sherman,RB,5.740,0.000,9.200,0.000,2013 KAN,2015 KAN,,,,5,,KAN,14,,KAN,20,,KAN
,348,Jacquizz Rodgers,RB,21.885,0.000,27.800,0.000,2013 ATL,2015 CHI,11.54,0.000,Chi,5,,CHI,53,,ATL,89,,ATL
,481,Trey Burton,TE,9.371,0.000,3.300,0.000,2015 PHI,2015 PHI,19.24,0.000,Phi,5,,PHI,1,,PHI,,,
,667,Joey Iosefa,RB,1.900,0.000,3.000,0.000,2015 NWE,2015 NWE,,,,5,,NWE,,,,,,
,668,Josh Robinson,RB,1.900,0.000,3.000,0.000,2015 IND,2015 IND,,,,5,,IND,,,,,,
,471,Preston Parker,WR,9.840,0.000,18.000,0.000,2014 NYG,2015 NYG,,,,4,,NYG,52,,NYG,,,
,399,Charlie Whitehurst,QB,15.360,0.000,28.400,0.000,2014 TEN,2015 2TM,,,,4,,2TM,87,,TEN,-1,,SDG
,532,Greg Salas,WR,6.640,0.000,11.300,0.000,2014 NYJ,2015 BUF,,,,4,,BUF,25,,NYJ,14,,2TM
,263,Terrelle Pryor,WR,37.865,0.000,16.800,0.000,2013 OAK,2015 CLE,65.33,0.000,Cle,4,,CLE,,,,144,,OAK
,342,Paul Richardson,WR,22.695,0.000,12.300,0.000,2014 SEA,2015 SEA,41.83,0.000,Sea,4,,SEA,33,,SEA,,,
,618,Nick O'Leary,TE,3.393,0.000,2.400,0.000,2015 BUF,2015 BUF,4.93,0.000,Buf,4,,BUF,,,,,,
,422,Andrew Quarless,TE,13.540,0.000,22.700,0.000,2014 GNB,2015 GNB,,,,3,,GNB,54,,GNB,47,,GNB
,464,Darrel Young,RB,10.340,0.000,17.300,0.000,2014 WAS,2015 WAS,,,,3,,WAS,40,,WAS,35,,WAS
,403,Rob Housler,TE,15.075,0.000,10.800,0.000,2013 ARI,2015 2TM,20.46,0.000,Chi,3,,2TM,13,,ARI,51,,ARI
,509,Jeremy Ross,WR,7.620,0.000,13.200,0.000,2014 DET,2015 2TM,,,,3,,2TM,33,,DET,15,,2TM
,350,Rod Streater,WR,21.753,0.000,17.300,0.000,2013 OAK,2015 OAK,24.56,0.000,KC,3,,OAK,14,,OAK,113,,OAK
,569,Cory Harkey,TE,5.220,0.000,8.300,0.000,2013 STL,2015 STL,,,,3,,STL,14,,STL,23,,STL
,610,Derrick Coleman,RB,3.620,0.000,5.800,0.000,2013 SEA,2015 SEA,,,,3,,SEA,9,,SEA,13,,SEA
,716,Michael Williams,TE,1.140,0.000,1.800,0.000,2015 NWE,2015 NWE,,,,3,,NWE,,,,,,
,715,B.J. Daniels,WR,1.140,0.000,1.800,0.000,2015 2TM,2015 2TM,,,,3,,2TM,,,,,,
,704,Jay Prosch,RB,1.460,0.000,2.400,0.000,2015 HOU,2015 HOU,,,,3,,HOU,2,,HOU,,,
,714,Andrew Turzilli,WR,1.140,0.000,1.800,0.000,2015 TEN,2015 TEN,,,,3,,TEN,,,,,,
,585,Eric Weems,WR,4.360,0.000,7.900,0.000,2014 ATL,2015 ATL,,,,2,,ATL,22,,ATL,1,,CHI
,526,Vincent Brown,WR,6.920,0.000,10.100,0.000,2013 SDG,2015 SDG,,,,2,,SDG,12,,OAK,53,,SDG
,429,Jordan Todman,RB,13.160,0.000,21.700,0.000,2013 JAX,2015 PIT,,,,2,,PIT,50,,JAX,55,,JAX
,524,T.J. Graham,WR,7.000,0.000,10.500,0.000,2013 BUF,2015 NOR,,,,2,,NOR,15,,NYJ,48,,BUF
,418,Bernard Pierce,RB,13.720,0.000,22.200,0.000,2013 BAL,2015 JAX,,,,2,,JAX,48,,BAL,66,,BAL
,567,Marquise Goodwin,WR,5.240,0.000,7.300,0.000,2013 BUF,2015 BUF,,,,2,,BUF,5,,BUF,46,,BUF
,741,Roosevelt Nix,RB,0.760,0.000,1.200,0.000,2015 PIT,2015 PIT,,,,2,,PIT,,,,,,
,742,Mario Alford,WR,0.760,0.000,1.200,0.000,2015 CIN,2015 CIN,,,,2,,CIN,,,,,,
,645,Geremy Davis,WR,2.466,0.000,1.200,0.000,2015 NYG,2015 NYG,4.49,0.000,NYG,2,,NYG,,,,,,
,612,Aaron Ripkowski,RB,3.572,0.000,1.200,0.000,2015 GNB,2015 GNB,7.40,0.000,GB,2,,GNB,,,,,,
,743,Darren Waller,WR,0.760,0.000,1.200,0.000,2015 BAL,2015 BAL,,,,2,,BAL,,,,,,
,457,DeAndrew White,WR,10.838,0.000,1.200,0.000,2015 SFO,2015 SFO,26.52,0.000,SF,2,,SFO,,,,,,
,594,Malcolm Johnson,RB,4.036,0.000,1.200,0.000,2015 CLE,2015 CLE,8.62,0.000,Cle,2,,CLE,,,,,,
,587,Tyler Varga,RB,4.340,0.000,1.200,0.000,2015 IND,2015 IND,9.42,0.000,Ind,2,,IND,,,,,,
,744,Alonzo Harris,RB,0.760,0.000,1.200,0.000,2015 GNB,2015 GNB,,,,2,,GNB,,,,,,
,745,Tyler Murphy,QB,0.760,0.000,1.200,0.000,2015 PIT,2015 PIT,,,,2,,PIT,,,,,,
,746,John Crockett,RB,0.760,0.000,1.200,0.000,2015 GNB,2015 GNB,,,,2,,GNB,,,,,,
,747,Matt LaCosse,TE,0.760,0.000,1.200,0.000,2015 NYG,2015 NYG,,,,2,,NYG,,,,,,
,496,Malcolm Brown,RB,8.607,0.000,1.200,0.000,2015 STL,2015 STL,20.65,0.000,LA,2,,STL,,,,,,
,495,Derek Anderson,QB,8.700,0.000,16.200,0.000,2014 CAR,2015 CAR,,,,1,,CAR,52,,CAR,,,CAR
,713,Jerome Felton,RB,1.180,0.000,1.900,0.000,2013 MIN,2015 BUF,,,,1,,BUF,3,,MIN,4,,MIN
,688,Tarvaris Jackson,QB,1.660,0.000,2.200,0.000,2013 SEA,2015 SEA,,,,1,,SEA,,,SEA,16,,SEA
,434,Antone Smith,RB,13.020,0.000,22.900,0.000,2014 ATL,2015 CHI,,,,1,,CHI,65,,ATL,28,,ATL
,629,Matt Spaeth,TE,3.020,0.000,5.200,0.000,2014 PIT,2015 PIT,,,,1,,PIT,13,,PIT,7,,PIT
,356,Bobby Rainey,RB,20.460,0.000,33.500,0.000,2013 2TM,2015 TAM,,,,1,,TAM,78,,TAM,95,,2TM
,709,Jorvorskie Lane,RB,1.340,0.000,2.400,0.000,2014 TAM,2015 TAM,,,,1,,TAM,6,,TAM,,,
,527,Damaris Johnson,WR,6.860,0.000,12.800,0.000,2014 HOU,2015 NWE,,,,1,,NWE,41,,HOU,-1,,PHI
,737,Phillip Supernaw,TE,0.860,0.000,1.500,0.000,2014 2TM,2015 TEN,,,,1,,TEN,3,,2TM,,,HOU
,703,Brittan Golden,WR,1.500,0.000,2.000,0.000,2013 ARI,2015 ARI,,,,1,,ARI,,,,14,,ARI
,358,Cordarrelle Patterson,WR,20.261,0.000,29.100,0.000,2013 MIN,2015 MIN,4.95,0.000,Min,1,,MIN,60,,MIN,105,,MIN
,687,Nic Jacobs,TE,1.660,0.000,3.000,0.000,2014 JAX,2015 JAX,,,,1,,JAX,8,,JAX,,,
,776,Scott Simonson,TE,0.380,0.000,0.600,0.000,2015 CAR,2015 CAR,,,,1,,CAR,,,,,,
,783,Tony Washington,WR,0.380,0.000,0.600,0.000,2015 JAX,2015 JAX,,,,1,,JAX,,,,,,
,784,Kasen Williams,WR,0.380,0.000,0.600,0.000,2015 SEA,2015 SEA,,,,1,,SEA,,,,,,
,785,Trey Williams,RB,0.380,0.000,0.600,0.000,2015 IND,2015 IND,,,,1,,IND,,,,,,
,786,Sean Mannion,QB,0.380,0.000,0.600,0.000,2015 STL,2015 STL,,,,1,,STL,,,,,,
,787,E.J. Bibbs,TE,0.380,0.000,0.600,0.000,2015 CLE,2015 CLE,,,,1,,CLE,,,,,,
,775,Terrance Magee,RB,0.380,0.000,0.600,0.000,2015 BAL,2015 BAL,,,,1,,BAL,,,,,,
,335,Sammie Coates,WR,24.077,0.000,0.600,0.000,2015 PIT,2015 PIT,62.36,0.000,Pit,1,,PIT,,,,,,
,777,Khari Lee,TE,0.380,0.000,0.600,0.000,2015 CHI,2015 CHI,,,,1,,CHI,,,,,,
,778,Brian Parker,TE,0.380,0.000,0.600,0.000,2015 KAN,2015 KAN,,,,1,,KAN,,,,,,
,779,Chandler Worthy,WR,0.380,0.000,0.600,0.000,2015 HOU,2015 HOU,,,,1,,HOU,,,,,,
,780,Rod Smith,RB,0.380,0.000,0.600,0.000,2015 2TM,2015 2TM,,,,1,,2TM,,,,,,
,781,Jonathan Krause,WR,0.380,0.000,0.600,0.000,2015 PHI,2015 PHI,,,,1,,PHI,,,,,,
,782,Ben Edwards,WR,0.380,0.000,0.600,0.000,2015 NYG,2015 NYG,,,,1,,NYG,,,,,,
,676,Seyi Ajirotutu,WR,1.760,0.000,2.700,0.000,2013 SDG,2015 PHI,,,,,,PHI,5,,SDG,12,,SDG
,625,James Casey,,3.120,0.000,5.700,0.000,2014 PHI,2015 DEN,,,,,,DEN,18,,PHI,3,,PHI
,638,Chase Daniel,QB,2.640,0.000,4.100,0.000,2013 KAN,2015 KAN,,,,,,KAN,8,,KAN,17,,KAN
,884,Clark Harris,,0.000,0.000,0.000,0.000,2015 CIN,2015 CIN,,,,,,CIN,,,CIN,,,CIN
,173,Shaun Hill,QB,90.878,0.000,26.700,0.000,2014 STL,2015 MIN,201.68,0.000,Min,,,MIN,89,,STL,,,DET
,847,Mike Leach,,0.000,0.000,0.000,0.000,2015 ARI,2015 ARI,,,,,,ARI,,,ARI,,,ARI
,857,Anthony McCoy,,0.000,0.000,0.000,0.000,2015 2TM,2015 2TM,,,,,,2TM,,,,,,
,702,Matt Moore,QB,1.505,0.000,0.100,0.000,2014 MIA,2015 MIA,3.96,0.000,Mia,,,MIA,1,,MIA,-2,,MIA
,753,Matthew Mulligan,TE,0.640,0.000,0.800,0.000,2013 NWE,2015 BUF,,,,,,BUF,,,3TM,8,,NWE
,696,Bear Pascoe,,1.600,0.000,2.600,0.000,2013 NYG,2015 DET,,,,,,DET,6,,ATL,8,,NYG
,711,Cedric Peerman,,1.280,0.000,2.300,0.000,2014 CIN,2015 CIN,,,,,,CIN,7,,CIN,2,,CIN
,887,Mickey Shuler,,0.000,0.000,0.000,0.000,2015 ATL,2015 ATL,,,,,,ATL,,,JAX,,,
,889,Matt Slater,,0.000,0.000,0.000,0.000,2015 NWE,2015 NWE,,,,,,NWE,,,NWE,,,NWE
,762,Alex Smith,,0.560,0.000,0.700,0.000,2013 CIN,2015 WAS,,,,,,WAS,,,CIN,7,,CIN
,763,Joe Webb,QB,0.560,0.000,0.900,0.000,2013 MIN,2015 CAR,,,,,,CAR,2,,CAR,3,,MIN
,870,Nate Solder,,0.000,0.000,0.000,0.000,2015 NWE,2015 NWE,,,,,,NWE,,,NWE,,,NWE
,589,Kendall Hunter,RB,4.240,0.000,5.300,0.000,2013 SFO,2015 NOR,,,,,,NOR,,,,53,,SFO
,885,Richard Gordon,,0.000,0.000,0.000,0.000,2015 DEN,2015 DEN,,,,,,DEN,,,2TM,,,2TM
,886,Allen Bradford,,0.000,0.000,0.000,0.000,2015 ATL,2015 ATL,,,,,,ATL,,,2TM,,,2TM
,924,Tyler Clutts,RB,-0.160,0.000,-0.200,0.000,2015 DAL,2015 DAL,,,,,,DAL,,,DAL,-2,,2TM
,636,Scott Tolzien,QB,2.720,0.000,3.400,0.000,2013 GNB,2015 GNB,,,,,,GNB,,,,34,,GNB
,739,LaMichael James,,0.800,0.000,1.100,0.000,2013 SFO,2015 MIA,,,,,,MIA,1,,2TM,8,,SFO
,579,Nick Toon,,4.720,0.000,8.500,0.000,2014 NOR,2015 STL,,,,,,STL,26,,NOR,7,,NOR
,643,Joe Banyard,,2.480,0.000,4.600,0.000,2014 MIN,2015 JAX,,,,,,JAX,15,,MIN,1,,MIN
,863,Saalim Hakim,,0.000,0.000,0.000,0.000,2015 KAN,2015 KAN,,,,,,KAN,,,NYJ,,,2TM
,841,Cierre Wood,RB,0.080,0.000,0.100,0.000,2013 2TM,2015 BUF,,,,,,BUF,,,,1,,2TM
,881,Sean Renfree,QB,0.000,0.000,0.000,0.000,2015 ATL,2015 ATL,,,,,,ATL,,,,,,
,882,Justice Cunningham,,0.000,0.000,0.000,0.000,2015 STL,2015 STL,,,,,,STL,,,,,,2TM
,722,George Winn,RB,1.120,0.000,2.100,0.000,2014 DET,2015 DET,,,,,,DET,7,,DET,,,
,822,Marcel Jensen,,0.160,0.000,0.300,0.000,2014 JAX,2015 WAS,,,,,,WAS,1,,JAX,,,
,754,Brandon Williams,,0.640,0.000,1.200,0.000,2014 CAR,2015 2TM,,,,,,2TM,4,,CAR,,,CAR
,644,MarQueis Gray,TE,2.480,0.000,4.400,0.000,2014 2TM,2015 BUF,,,,,,BUF,13,,2TM,5,,CLE
,888,Toben Opurum,,0.000,0.000,0.000,0.000,2015 NOR,2015 NOR,,,,,,NOR,,,,,,
,732,Dri Archer,,0.960,0.000,1.800,0.000,2014 PIT,2015 PIT,,,,,,PIT,6,,PIT,,,
,692,Kevin Norwood,,1.600,0.000,3.000,0.000,2014 SEA,2015 CAR,,,,,,CAR,10,,SEA,,,
,852,Nikita Whitlock,,0.000,0.000,0.000,0.000,2015 NYG,2015 NYG,,,,,,NYG,,,,,,
,853,Kapri Bibbs,,0.000,0.000,0.000,0.000,2015 DEN,2015 DEN,,,,,,DEN,,,,,,
,854,Anthony Denham,,0.000,0.000,0.000,0.000,2015 HOU,2015 HOU,,,,,,HOU,,,HOU,,,
,693,Brian Leonhardt,TE,1.600,0.000,3.000,0.000,2014 OAK,2015 SFO,,,,,,SFO,10,,OAK,,,
,858,Rico Richardson,,0.000,0.000,0.000,0.000,2015 TEN,2015 TEN,,,,,,TEN,,,TEN,,,
,286,Jimmy Garoppolo,QB,34.167,0.000,3.600,0.000,2014 NWE,2015 NWE,84.86,0.000,NE,,,NWE,12,,NWE,,,
,865,Matt Hazel,,0.000,0.000,0.000,0.000,2015 MIA,2015 MIA,,,,,,MIA,,,,,,
,928,Walt Powell,,-0.320,0.000,-0.600,0.000,2015 BUF,2015 BUF,,,,,,BUF,-2,,NYJ,,,
,740,Trey Watts,,0.800,0.000,1.500,0.000,2014 STL,2015 STL,,,,,,STL,5,,STL,,,
,691,Asante Cleveland,TE,1.611,0.000,0.000,0.000,2015 NWE,2015 NWE,4.24,0.000,SD,,,NWE,,,SFO,,,
,517,C.J. Uzomah,TE,7.285,0.000,0.000,0.000,2015 CIN,2015 CIN,19.17,0.000,Cin,,,CIN,,,,,,
,883,Geoff Swaim,TE,0.000,0.000,0.000,0.000,2015 DAL,2015 DAL,,,,,,DAL,,,,,,
,203,Trevor Siemian,QB,60.112,0.000,0.000,0.000,2015 DEN,2015 DEN,158.19,0.000,Den,,,DEN,,,,,,
,816,David Johnson,TE,0.180,0.000,0.100,0.000,2013 PIT,2015 SDG,,,,-1,,SDG,,,SDG,7,,PIT
,407,Drew Stanton,QB,14.820,0.000,27.900,0.000,2014 ARI,2015 ARI,,,,-1,,ARI,95,,ARI,,,
,930,Corey Grant,RB,-0.380,0.000,-0.600,0.000,2015 JAX,2015 JAX,,,,-1,,JAX,,,,,,
,929,Chris Harper,WR,-0.380,0.000,-0.600,0.000,2015 NWE,2015 NWE,,,,-1,,NWE,,,,,,
,815,Isaiah Pead,RB,0.200,0.000,0.000,0.000,2013 STL,2015 STL,,,,-2,,STL,,,,12,,STL
,842,Frankie Hammond,,0.040,0.000,0.300,0.000,2014 KAN,2015 KAN,,,,-2,,KAN,5,,KAN,,,
,931,Marcus Murphy,RB,-0.760,0.000,-1.200,0.000,2015 NOR,2015 NOR,,,,-2,,NOR,,,,,,
,932,Glenn Winston,RB,-1.140,0.000,-1.800,0.000,2014 CLE,2015 CLE,,,,-3,,CLE,,,CLE,,,
,28,Jordy Nelson,WR,114.778,34.981,86.900,38.100,2014 GNB,2014 GNB,167.52,34.370,GB,,,,230,107,GNB,179,60,GNB
,88,Kelvin Benjamin,WR,78.509,8.232,46.500,9.600,2014 CAR,2014 CAR,141.34,8.190,Car,,,,155,32,CAR,,,
,307,Kyle Orton,QB,30.000,0.000,55.100,0.000,2014 BUF,2014 BUF,,,,,,,176,,BUF,23,,DAL
,340,Trent Richardson,RB,23.360,0.000,38.300,0.000,2013 2TM,2014 IND,,,,,,,91,,IND,110,,2TM
,365,Reggie Wayne,WR,19.600,0.000,33.500,0.000,2014 IND,2014 IND,,,,,,,90,,IND,65,,IND
,319,Mike Glennon,QB,27.040,0.000,42.800,0.000,2013 TAM,2014 TAM,,,,,,,90,,TAM,158,,TAM
,160,Robert Griffin,QB,124.871,0.000,48.400,0.000,2013 WAS,2014 WAS,245.45,0.000,Cle,,,,89,,WAS,217,,WAS
,455,Devin Hester,WR,11.200,0.000,21.000,0.000,2014 ATL,2014 ATL,,,,,,,70,,ATL,,,
,361,Ben Tate,RB,20.080,0.000,32.100,0.000,2013 HOU,2014 3TM,,,,,,,70,,3TM,111,,HOU
,371,Jake Locker,QB,18.240,0.000,29.200,0.000,2013 TEN,2014 TEN,,,,,,,64,,TEN,100,,TEN
,486,Niles Paul,WR,9.200,0.000,17.000,0.000,2014 WAS,2014 WAS,,,,,,,55,,WAS,5,,WAS
,436,Shonn Greene,RB,12.720,0.000,21.000,0.000,2013 TEN,2014 TEN,,,,,,,51,,TEN,57,,TEN
,507,Jace Amaro,WR,7.840,0.000,14.700,0.000,2014 NYJ,2014 NYJ,,,,,,,49,,NYJ,,,
,469,John Carlson,RB,9.920,0.000,16.700,0.000,2014 ARI,2014 ARI,,,,,,,43,,ARI,38,,MIN
,428,Daniel Thomas,RB,13.200,0.000,20.600,0.000,2013 MIA,2014 MIA,,,,,,,41,,MIA,83,,MIA
,147,Victor Cruz,WR,41.506,0.160,24.200,0.200,2013 NYG,2013 NYG,66.70,0.000,NYG,,,,40,,NYG,122,2,NYG
,472,Brandon Gibson,WR,9.840,0.000,15.900,0.000,2013 MIA,2014 MIA,,,,,,,36,,MIA,51,,MIA
,554,Brandon Lloyd,TE,5.600,0.000,10.500,0.000,2014 SFO,2014 SFO,,,,,,,35,,SFO,,,
,557,Leon Washington,RB,5.440,0.000,10.200,0.000,2014 TEN,2014 TEN,,,,,,,34,,TEN,,,
,542,Chase Ford,TE,6.160,0.000,10.900,0.000,2014 MIN,2014 MIN,,,,,,,32,,MIN,13,,MIN
,575,Derek Hagan,WR,4.960,0.000,9.300,0.000,2014 TEN,2014 TEN,,,,,,,31,,TEN,,,
,367,Chad Henne,QB,19.414,0.000,25.500,0.000,2013 JAX,2014 JAX,3.72,0.000,Jax,,,,30,,JAX,165,,JAX
,85,Josh Gordon,WR,63.206,8.640,31.700,10.800,2013 CLE,2013 CLE,105.91,0.000,Cle,,,,30,,CLE,227,108,CLE
,454,Montee Ball,RB,11.360,0.000,16.900,0.000,2013 DEN,2014 DEN,,,,,,,27,,DEN,88,,DEN
,603,Silas Redd,RB,3.840,0.000,7.200,0.000,2014 WAS,2014 WAS,,,,,,,24,,WAS,,,
,84,Knowshon Moreno,RB,22.480,8.800,30.300,11.000,2013 DEN,2013 DEN,,,,,,,22,,MIA,237,110,DEN
,531,Peyton Hillis,RB,6.720,0.000,10.400,0.000,2013 2TM,2014 NYG,,,,,,,20,,NYG,44,,2TM
,543,Mike Williams,WR,5.920,0.000,9.400,0.000,2013 TAM,2014 BUF,,,,,,,20,,BUF,34,,TAM
,623,Storm Johnson,RB,3.200,0.000,6.000,0.000,2014 JAX,2014 JAX,,,,,,,20,,JAX,,,
,628,Joe McKnight,RB,3.040,0.000,5.700,0.000,2014 KAN,2014 KAN,,,,,,,19,,KAN,,,
,505,Austin Pettis,WR,8.000,0.000,11.800,0.000,2013 STL,2014 2TM,,,,,,,18,,2TM,64,,STL
,133,Maurice Jones-Drew,RB,14.240,1.440,19.500,1.800,2013 JAX,2013 JAX,,,,,,,17,,OAK,144,18,JAX
,501,Donnie Avery,WR,8.160,0.000,11.800,0.000,2013 KAN,2014 KAN,,,,,,,16,,KAN,70,,KAN
,580,Jonathan Dwyer,RB,4.640,0.000,7.400,0.000,2013 PIT,2014 ARI,,,,,,,16,,ARI,26,,PIT
,583,Josh Morgan,WR,4.400,0.000,7.100,0.000,2013 WAS,2014 CHI,,,,,,,16,,CHI,23,,WAS
,640,Joe Morgan,WR,2.560,0.000,4.800,0.000,2014 NOR,2014 NOR,,,,,,,16,,NOR,,,
,647,Robert Hughes,RB,2.400,0.000,4.500,0.000,2014 ARI,2014 ARI,,,,,,,15,,ARI,,,
,508,Joseph Fauria,TE,7.760,0.000,11.200,0.000,2013 DET,2014 DET,,,,,,,15,,DET,67,,DET
,649,Brian Tyms,WR,2.320,0.000,4.300,0.000,2014 NWE,2014 NWE,,,,,,,14,,NWE,1,,2TM
,504,Dennis Pitta,TE,8.039,0.000,6.200,0.000,2013 BAL,2014 BAL,10.84,0.000,Bal,,,,13,,BAL,23,,BAL
,659,Marion Grice,RB,2.080,0.000,3.900,0.000,2014 ARI,2014 ARI,,,,,,,13,,ARI,,,
,658,John Conner,RB,2.160,0.000,3.900,0.000,2014 NYJ,2014 NYJ,,,,,,,12,,NYJ,3,,NYG
,537,Santana Moss,WR,6.400,0.000,9.200,0.000,2013 WAS,2014 WAS,,,,,,,12,,WAS,56,,WAS
,570,Logan Paulsen,WR,5.200,0.000,7.700,0.000,2013 WAS,2014 WAS,,,,,,,12,,WAS,41,,WAS
,660,Dante Rosario,TE,2.000,0.000,3.700,0.000,2014 CHI,2014 CHI,,,,,,,12,,CHI,1,,CHI
,463,Christian Ponder,QB,10.480,0.000,14.300,0.000,2013 MIN,2014 MIN,,,,,,,12,,MIN,107,,MIN
,621,Jed Collins,RB,3.200,0.000,5.200,0.000,2013 NOR,2014 DET,,,,,,,12,,DET,16,,NOR
,664,Robert Herron,WR,1.920,0.000,3.600,0.000,2014 TAM,2014 TAM,,,,,,,12,,TAM,,,
,666,James Wright,WR,1.920,0.000,3.600,0.000,2014 CIN,2014 CIN,,,,,,,12,,CIN,,,
,596,Ronnie Brown,RB,4.000,0.000,6.100,0.000,2013 SDG,2014 2TM,,,,,,,11,,2TM,28,,SDG
,538,Jacoby Jones,WR,6.400,0.000,9.100,0.000,2013 BAL,2014 BAL,,,,,,,11,,BAL,58,,BAL
,564,Robert Meachem,WR,5.280,0.000,7.700,0.000,2013 NOR,2014 NOR,,,,,,,11,,NOR,44,,NOR
,520,Chris Ogbonnaya,RB,7.200,0.000,10.100,0.000,2013 CLE,2014 2TM,,,,,,,11,,2TM,68,,CLE
,682,Adrien Robinson,TE,1.760,0.000,3.300,0.000,2014 NYG,2014 NYG,,,,,,,11,,NYG,,,NYG
,611,Junior Hemingway,WR,3.600,0.000,5.600,0.000,2013 KAN,2014 KAN,,,,,,,11,,KAN,23,,KAN
,677,Corey Washington,WR,1.760,0.000,3.300,0.000,2014 NYG,2014 NYG,,,,,,,11,,NYG,,,
,678,Darrin Reaves,RB,1.760,0.000,3.300,0.000,2014 CAR,2014 CAR,,,,,,,11,,CAR,,,
,614,Jackie Battle,RB,3.520,0.000,5.400,0.000,2013 TEN,2014 TEN,,,,,,,10,,TEN,24,,TEN
